BabyId,FirsttimeParent,Crying date,Crying time,Crying seconds,Feeding date,Feeding time,Bottle amount,PumpingDate,PumpingTimePumpingLeftPumpingRight,Pumping Left,PumpingRight,SleepingDate,SleepingTime,SleepingSecond
HPT2_NR_16,1,08/05/15,20:31:47,900,08/05/15,20:31:47,180,08/05/15,20:31:47,40,30,08/05/15,20:31:47,5153.979043
HPT2_NR_16,1,08/05/15,23:33:46,600,08/05/15,23:33:46,180,08/05/15,23:33:46,50,35,08/05/15,23:33:46,33365.11196
HPT2_NR_16,1,08/06/15,10:20:00,916,08/06/15,10:20:00,180,08/06/15,10:20:00,NA,NA,08/06/15,10:20:00,2100
HPT2_NR_16,1,08/06/15,11:30:00,300,08/06/15,11:30:00,35,08/06/15,11:30:00,NA,NA,08/06/15,11:30:00,1200
HPT2_NR_16,1,08/06/15,12:15:00,600,08/06/15,12:15:00,180,08/06/15,12:15:00,NA,NA,08/06/15,12:15:00,4800
HPT2_NR_16,1,08/06/15,17:45:00,NA,08/06/15,17:45:00,180,08/06/15,17:45:00,NA,NA,08/06/15,17:45:00,2100
HPT2_NR_16,1,08/06/15,19:20:00,NA,08/06/15,19:20:00,180,08/06/15,19:20:00,NA,NA,08/06/15,19:20:00,1500
HPT2_NR_16,1,08/06/15,19:45:00,NA,08/06/15,19:45:00,180,08/06/15,19:45:00,NA,NA,08/06/15,19:45:00,1520
HPT2_NR_16,1,08/06/15,22:30:00,NA,08/06/15,22:30:00,180,08/06/15,22:30:00,NA,NA,08/06/15,22:30:00,4200
HPT2_NR_16,1,08/07/15,0:22:03,NA,08/07/15,0:22:03,180,08/07/15,0:22:03,NA,NA,08/07/15,0:22:03,32249.39401
HPT2_NR_16,1,08/07/15,11:30:00,NA,08/07/15,11:30:00,180,08/07/15,11:30:00,NA,NA,08/07/15,11:30:00,1200
HPT2_NR_16,1,08/07/15,12:15:38,NA,08/07/15,12:15:38,180,08/07/15,12:15:38,NA,NA,08/07/15,12:15:38,2700
HPT2_NR_16,1,08/07/15,15:01:06,NA,08/07/15,15:01:06,180,08/07/15,15:01:06,NA,NA,08/07/15,15:01:06,3601.849699
HPT2_NR_16,1,08/07/15,18:12:21,NA,08/07/15,18:12:21,180,08/07/15,18:12:21,NA,NA,08/07/15,18:12:21,2424.942908
HPT2_NR_16,1,08/07/15,20:56:39,NA,08/07/15,20:56:39,180,08/07/15,20:56:39,NA,NA,08/07/15,20:56:39,2040
HPT2_NR_16,1,08/07/15,23:30:00,NA,08/07/15,23:30:00,180,08/07/15,23:30:00,NA,NA,08/07/15,23:30:00,36000
HPT2_NR_16,1,08/08/15,11:40:00,NA,08/08/15,11:40:00,180,08/08/15,11:40:00,NA,NA,08/08/15,11:40:00,1800
HPT2_NR_16,1,08/08/15,13:30:00,NA,08/08/15,13:30:00,180,08/08/15,13:30:00,NA,NA,08/08/15,13:30:00,9900
HPT2_NR_16,1,08/08/15,18:29:42,NA,08/08/15,18:29:42,180,08/08/15,18:29:42,NA,NA,08/08/15,18:29:42,2883.681481
HPT2_NR_16,1,08/08/15,21:15:41,NA,08/08/15,21:15:41,180,08/08/15,21:15:41,NA,NA,08/08/15,21:15:41,114.492544
HPT2_NR_16,1,08/08/15,21:18:28,NA,08/08/15,21:18:28,180,08/08/15,21:18:28,NA,NA,08/08/15,21:18:28,1931.088008
HPT2_NR_16,1,08/08/15,23:21:43,NA,08/08/15,23:21:43,180,08/08/15,23:21:43,NA,NA,08/08/15,23:21:43,34200
HPT2_NR_16,1,08/09/15,10:10:00,NA,08/09/15,10:10:00,180,08/09/15,10:10:00,NA,NA,08/09/15,10:10:00,1800
HPT2_NR_16,1,08/09/15,12:00:00,NA,08/09/15,12:00:00,165,08/09/15,12:00:00,NA,NA,08/09/15,12:00:00,1200
HPT2_NR_16,1,08/09/15,13:31:02,NA,08/09/15,13:31:02,180,08/09/15,13:31:02,NA,NA,08/09/15,13:31:02,2640
HPT2_NR_16,1,08/09/15,14:30:00,NA,08/09/15,14:30:00,180,08/09/15,14:30:00,NA,NA,08/09/15,14:30:00,3600
HPT2_NR_16,1,08/09/15,16:15:00,NA,08/09/15,16:15:00,180,08/09/15,16:15:00,NA,NA,08/09/15,16:15:00,1500
HPT2_NR_16,1,08/09/15,18:00:00,NA,08/09/15,18:00:00,180,08/09/15,18:00:00,NA,NA,08/09/15,18:00:00,4200
HPT2_NR_16,1,08/09/15,21:00:00,NA,08/09/15,21:00:00,180,08/09/15,21:00:00,NA,NA,08/09/15,21:00:00,6300
HPT2_NR_16,1,08/09/15,23:25:00,NA,08/09/15,23:25:00,180,08/09/15,23:25:00,NA,NA,08/09/15,23:25:00,1500
HPT2_NR_16,1,08/10/15,0:00:00,NA,08/10/15,0:00:00,180,08/10/15,0:00:00,NA,NA,08/10/15,0:00:00,33600
HPT2_NR_16,1,08/10/15,10:32:38,NA,08/10/15,10:32:38,180,08/10/15,10:32:38,NA,NA,08/10/15,10:32:38,8096.222611
HPT2_NR_16,1,08/10/15,13:40:16,NA,08/10/15,13:40:16,180,08/10/15,13:40:16,NA,NA,08/10/15,13:40:16,11376.61659
HPT2_NR_16,1,08/10/15,19:25:00,NA,08/10/15,19:25:00,180,08/10/15,19:25:00,NA,NA,08/10/15,19:25:00,900
HPT2_NR_16,1,08/10/15,23:05:20,NA,08/10/15,23:05:20,180,08/10/15,23:05:20,NA,NA,08/10/15,23:05:20,32862.78362
HPT2_NR_16,1,08/11/15,9:28:01,NA,08/11/15,9:28:01,180,08/11/15,9:28:01,NA,NA,08/11/15,9:28:01,2704.596183
HPT2_NR_16,1,08/11/15,12:30:00,NA,08/11/15,12:30:00,180,08/11/15,12:30:00,NA,NA,08/11/15,12:30:00,9000
HPT2_NR_16,1,08/11/15,18:12:31,NA,08/11/15,18:12:31,180,08/11/15,18:12:31,NA,NA,08/11/15,18:12:31,2186.206907
HPT2_NR_16,1,08/11/15,21:20:13,NA,08/11/15,21:20:13,180,08/11/15,21:20:13,NA,NA,08/11/15,21:20:13,2460
HPT2_NR_16,1,08/11/15,22:55:21,NA,08/11/15,22:55:21,115,08/11/15,22:55:21,NA,NA,08/11/15,22:55:21,35486.79718
HPT2_NR_16,1,08/12/15,10:15:00,NA,08/12/15,10:15:00,180,08/12/15,10:15:00,NA,NA,08/12/15,10:15:00,2700
HPT2_NR_16,1,08/12/15,13:21:25,NA,08/12/15,13:21:25,180,08/12/15,13:21:25,NA,NA,08/12/15,13:21:25,8048.854676
HPT2_NR_16,1,08/12/15,17:00:00,NA,08/12/15,17:00:00,180,08/12/15,17:00:00,NA,NA,08/12/15,17:00:00,900
HPT2_NR_16,1,08/12/15,18:08:59,NA,08/12/15,18:08:59,180,08/12/15,18:08:59,NA,NA,08/12/15,18:08:59,1280.988927
HPT2_NR_16,1,08/12/15,20:13:01,NA,08/12/15,20:13:01,180,08/12/15,20:13:01,NA,NA,08/12/15,20:13:01,350.853406
HPT2_NR_16,1,08/12/15,21:27:24,NA,08/12/15,21:27:24,180,08/12/15,21:27:24,NA,NA,08/12/15,21:27:24,1523.149718
HPT2_NR_16,1,08/12/15,23:13:20,NA,08/12/15,23:13:20,180,08/12/15,23:13:20,NA,NA,08/12/15,23:13:20,35415.46606
HPT2_NR_16,1,08/13/15,10:58:01,NA,08/13/15,10:58:01,180,08/13/15,10:58:01,NA,NA,08/13/15,10:58:01,2093.917924
HPT2_NR_16,1,08/13/15,13:51:56,NA,08/13/15,13:51:56,180,08/13/15,13:51:56,NA,NA,08/13/15,13:51:56,7954.12466
HPT2_NR_16,1,08/13/15,18:39:03,NA,08/13/15,18:39:03,180,08/13/15,18:39:03,NA,NA,08/13/15,18:39:03,2070.363532
HPT2_NR_16,1,08/13/15,23:30:19,NA,08/13/15,23:30:19,180,08/13/15,23:30:19,NA,NA,08/13/15,23:30:19,35126.91988
HPT2_NR_16,1,08/14/15,9:45:00,NA,08/14/15,9:45:00,180,08/14/15,9:45:00,NA,NA,08/14/15,9:45:00,3300
HPT2_NR_16,1,08/14/15,17:02:02,NA,08/14/15,17:02:02,170,08/14/15,17:02:02,NA,NA,08/14/15,17:02:02,9000
HPT2_NR_16,1,08/14/15,23:47:43,NA,08/14/15,23:47:43,180,08/14/15,23:47:43,NA,NA,08/14/15,23:47:43,34445.80963
HPT2_NR_16,1,08/15/15,11:04:00,NA,08/15/15,11:04:00,180,08/15/15,11:04:00,NA,NA,08/15/15,11:04:00,9660
HPT2_NR_16,1,08/15/15,16:30:00,NA,08/15/15,16:30:00,180,08/15/15,16:30:00,NA,NA,08/15/15,16:30:00,1800
HPT2_NR_16,1,08/15/15,17:37:04,NA,08/15/15,17:37:04,180,08/15/15,17:37:04,NA,NA,08/15/15,17:37:04,4492.544715
HPT2_NR_16,1,08/15/15,19:27:11,NA,08/15/15,19:27:11,180,08/15/15,19:27:11,NA,NA,08/15/15,19:27:11,5400
HPT2_NR_16,1,08/15/15,23:30:00,NA,08/15/15,23:30:00,165,08/15/15,23:30:00,NA,NA,08/15/15,23:30:00,6300
HPT2_NR_16,1,08/16/15,2:14:01,NA,08/16/15,2:14:01,180,08/16/15,2:14:01,NA,NA,08/16/15,2:14:01,25116.28813
HPT2_NR_16,1,08/16/15,11:08:37,NA,08/16/15,11:08:37,180,08/16/15,11:08:37,NA,NA,08/16/15,11:08:37,543.501957
HPT2_NR_16,1,08/16/15,11:33:52,NA,08/16/15,11:33:52,180,08/16/15,11:33:52,NA,NA,08/16/15,11:33:52,2410.851805
HPT2_NR_16,1,08/16/15,14:17:54,NA,08/16/15,14:17:54,165,08/16/15,14:17:54,NA,NA,08/16/15,14:17:54,1126.681246
HPT2_NR_16,1,08/16/15,15:52:00,NA,08/16/15,15:52:00,180,08/16/15,15:52:00,NA,NA,08/16/15,15:52:00,1380
HPT2_NR_16,1,08/16/15,17:51:15,NA,08/16/15,17:51:15,180,08/16/15,17:51:15,NA,NA,08/16/15,17:51:15,7325.138272
HPT2_NR_16,1,08/16/15,22:33:57,NA,08/16/15,22:33:57,180,08/16/15,22:33:57,NA,NA,08/16/15,22:33:57,2033.24478
HPT2_NR_16,1,08/16/15,23:41:26,NA,08/16/15,23:41:26,160,08/16/15,23:41:26,NA,NA,08/16/15,23:41:26,33404.52394
HPT2_NR_16,1,08/17/15,10:33:44,NA,08/17/15,10:33:44,180,08/17/15,10:33:44,NA,NA,08/17/15,10:33:44,5535.179009
HPT2_NR_16,1,08/17/15,14:40:00,NA,08/17/15,14:40:00,180,08/17/15,14:40:00,NA,NA,08/17/15,14:40:00,1800
HPT2_NR_16,1,08/17/15,16:56:42,NA,08/17/15,16:56:42,,08/17/15,16:56:42,NA,NA,08/17/15,16:56:42,2832.435557
HPT2_NR_16,1,08/17/15,17:59:54,NA,08/17/15,17:59:54,,08/17/15,17:59:54,NA,NA,08/17/15,17:59:54,728.018613
HPT2_NR_16,1,08/17/15,18:36:15,NA,08/17/15,18:36:15,,08/17/15,18:36:15,NA,NA,08/17/15,18:36:15,5428.573886
HPT2_NR_16,1,08/17/15,23:15:04,NA,08/17/15,23:15:04,,08/17/15,23:15:04,NA,NA,08/17/15,23:15:04,34067.08371
HPT2_NR_16,1,08/18/15,10:22:30,NA,08/18/15,10:22:30,,08/18/15,10:22:30,NA,NA,08/18/15,10:22:30,2375.273666
HPT2_NR_16,1,08/18/15,12:26:19,NA,08/18/15,12:26:19,,08/18/15,12:26:19,NA,NA,08/18/15,12:26:19,2364.091546
HPT2_NR_16,1,08/18/15,14:40:24,NA,08/18/15,14:40:24,,08/18/15,14:40:24,NA,NA,08/18/15,14:40:24,1706.031042
HPT2_NR_16,1,08/18/15,16:04:25,NA,08/18/15,16:04:25,,08/18/15,16:04:25,NA,NA,08/18/15,16:04:25,6222.853606
HPT2_NR_16,1,08/18/15,20:16:50,NA,08/18/15,20:16:50,,08/18/15,20:16:50,NA,NA,08/18/15,20:16:50,1823.985265
HPT2_NR_16,1,08/18/15,23:45:00,NA,08/18/15,23:45:00,,08/18/15,23:45:00,NA,NA,08/18/15,23:45:00,27480
HPT2_NR_16,1,08/19/15,8:30:00,NA,08/19/15,8:30:00,,08/19/15,8:30:00,NA,NA,08/19/15,8:30:00,5400
HPT2_NR_16,1,08/19/15,10:15:00,NA,08/19/15,10:15:00,,08/19/15,10:15:00,NA,NA,08/19/15,10:15:00,3300
HPT2_NR_16,1,08/19/15,13:05:00,NA,08/19/15,13:05:00,,08/19/15,13:05:00,NA,NA,08/19/15,13:05:00,2100
HPT2_NR_16,1,08/19/15,16:00:00,NA,08/19/15,16:00:00,,08/19/15,16:00:00,NA,NA,08/19/15,16:00:00,3600
HPT2_NR_16,1,08/19/15,18:15:00,NA,08/19/15,18:15:00,,08/19/15,18:15:00,NA,NA,08/19/15,18:15:00,900
HPT2_NR_16,1,08/19/15,20:50:21,NA,08/19/15,20:50:21,,08/19/15,20:50:21,NA,NA,08/19/15,20:50:21,1575.603191
HPT2_NR_16,1,08/19/15,23:30:00,NA,08/19/15,23:30:00,,08/19/15,23:30:00,NA,NA,08/19/15,23:30:00,33300
HPT2_NR_16,1,08/20/15,13:45:14,NA,08/20/15,13:45:14,,08/20/15,13:45:14,NA,NA,08/20/15,13:45:14,8236.132922
HPT2_NR_16,1,08/20/15,17:30:00,NA,08/20/15,17:30:00,,08/20/15,17:30:00,NA,NA,08/20/15,17:30:00,1800
HPT2_NR_16,1,08/20/15,20:37:55,NA,08/20/15,20:37:55,,08/20/15,20:37:55,NA,NA,08/20/15,20:37:55,2013.046607
HPT2_NR_16,1,08/20/15,23:52:14,NA,08/20/15,23:52:14,,08/20/15,23:52:14,NA,NA,08/20/15,23:52:14,33547.92765
HPT2_NR_16,1,08/21/15,11:00:00,NA,08/21/15,11:00:00,,08/21/15,11:00:00,NA,NA,08/21/15,11:00:00,1800
HPT2_NR_17,1,08/11/15,20:55:00,NA,08/11/15,20:55:00,NA,08/11/15,20:55:00,90,0,08/11/15,20:55:00,36900
HPT2_NR_17,1,08/12/15,8:10:00,NA,08/12/15,8:10:00,NA,08/12/15,8:10:00,60,40,08/12/15,8:10:00,4620
HPT2_NR_17,1,08/12/15,10:45:00,NA,08/12/15,10:45:00,NA,08/12/15,10:45:00,120,0,08/12/15,10:45:00,1800
HPT2_NR_17,1,08/12/15,13:20:00,NA,08/12/15,13:20:00,NA,08/12/15,13:20:00,50,0,08/12/15,13:20:00,1800
HPT2_NR_17,1,08/12/15,14:13:00,NA,08/12/15,14:13:00,80,08/12/15,14:13:00,NA,NA,08/12/15,14:13:00,300
HPT2_NR_17,1,08/12/15,14:44:11,NA,08/12/15,14:44:11,80,08/12/15,14:44:11,NA,NA,08/12/15,14:44:11,1715.548926
HPT2_NR_17,1,08/12/15,17:45:00,NA,08/12/15,17:45:00,NA,08/12/15,17:45:00,NA,NA,08/12/15,17:45:00,1500
HPT2_NR_17,1,08/12/15,20:03:00,NA,08/12/15,20:03:00,NA,08/12/15,20:03:00,NA,NA,08/12/15,20:03:00,1800
HPT2_NR_17,1,08/12/15,21:55:00,NA,08/12/15,21:55:00,NA,08/12/15,21:55:00,NA,NA,08/12/15,21:55:00,30900
HPT2_NR_17,1,08/13/15,7:25:00,NA,08/13/15,7:25:00,NA,08/13/15,7:25:00,NA,NA,08/13/15,7:25:00,5400
HPT2_NR_17,1,08/13/15,9:40:00,NA,08/13/15,9:40:00,140,08/13/15,9:40:00,NA,NA,08/13/15,9:40:00,2100
HPT2_NR_17,1,08/13/15,12:10:00,NA,08/13/15,12:10:00,NA,08/13/15,12:10:00,NA,NA,08/13/15,12:10:00,2100
HPT2_NR_17,1,08/13/15,14:10:00,NA,08/13/15,14:10:00,NA,08/13/15,14:10:00,NA,NA,08/13/15,14:10:00,1200
HPT2_NR_17,1,08/13/15,14:54:00,NA,08/13/15,14:54:00,NA,08/13/15,14:54:00,NA,NA,08/13/15,14:54:00,5760
HPT2_NR_17,1,08/13/15,18:15:00,NA,08/13/15,18:15:00,NA,08/13/15,18:15:00,NA,NA,08/13/15,18:15:00,2340
HPT2_NR_17,1,08/13/15,20:50:00,NA,08/13/15,20:50:00,NA,08/13/15,20:50:00,NA,NA,08/13/15,20:50:00,27000
HPT2_NR_17,1,08/14/15,5:04:00,NA,08/14/15,5:04:00,160,08/14/15,5:04:00,NA,NA,08/14/15,5:04:00,9600
HPT2_NR_17,1,08/14/15,9:00:00,NA,08/14/15,9:00:00,NA,08/14/15,9:00:00,NA,NA,08/14/15,9:00:00,5760
HPT2_NR_17,1,08/14/15,12:15:00,NA,08/14/15,12:15:00,NA,08/14/15,12:15:00,NA,NA,08/14/15,12:15:00,7080
HPT2_NR_17,1,08/14/15,15:40:00,NA,08/14/15,15:40:00,NA,08/14/15,15:40:00,NA,NA,08/14/15,15:40:00,2400
HPT2_NR_17,1,08/14/15,18:50:00,NA,08/14/15,18:50:00,130,08/14/15,18:50:00,NA,NA,08/14/15,18:50:00,1800
HPT2_NR_17,1,08/14/15,22:00:00,NA,08/14/15,22:00:00,NA,08/14/15,22:00:00,NA,NA,08/14/15,22:00:00,26400
HPT2_NR_17,1,08/15/15,6:20:00,NA,08/15/15,6:20:00,120,08/15/15,6:20:00,NA,NA,08/15/15,6:20:00,6900
HPT2_NR_17,1,08/15/15,10:00:00,NA,08/15/15,10:00:00,,08/15/15,10:00:00,NA,NA,08/15/15,10:00:00,3600
HPT2_NR_17,1,08/15/15,16:15:00,NA,08/15/15,16:15:00,,08/15/15,16:15:00,NA,NA,08/15/15,16:15:00,2700
HPT2_NR_18,1,08/05/15,18:00:00,1800,08/05/15,18:00:00,165,08/05/15,18:00:00,NA,NA,08/05/15,18:00:00,3600
HPT2_NR_18,1,08/05/15,19:30:00,1800,08/05/15,19:30:00,150,08/05/15,19:30:00,NA,NA,08/05/15,19:30:00,6300
HPT2_NR_18,1,08/05/15,22:15:00,12600,08/05/15,22:15:00,110,08/05/15,22:15:00,NA,NA,08/05/15,22:15:00,22500
HPT2_NR_18,1,08/06/15,5:00:00,900,08/06/15,5:00:00,165,08/06/15,5:00:00,NA,NA,08/06/15,5:00:00,7200
HPT2_NR_18,1,08/06/15,8:15:00,600,08/06/15,8:15:00,165,08/06/15,8:15:00,NA,NA,08/06/15,8:15:00,13500
HPT2_NR_18,1,08/06/15,13:05:00,1800,08/06/15,13:05:00,165,08/06/15,13:05:00,NA,NA,08/06/15,13:05:00,12300
HPT2_NR_18,1,08/06/15,18:30:00,2400,08/06/15,18:30:00,165,08/06/15,18:30:00,NA,NA,08/06/15,18:30:00,14400
HPT2_NR_18,1,08/06/15,23:00:00,1500,08/06/15,23:00:00,140,08/06/15,23:00:00,NA,NA,08/06/15,23:00:00,23400
HPT2_NR_18,1,08/07/15,5:50:00,1200,08/07/15,5:50:00,165,08/07/15,5:50:00,NA,NA,08/07/15,5:50:00,11400
HPT2_NR_18,1,08/07/15,10:19:29,600,08/07/15,10:19:29,110,08/07/15,10:19:29,NA,NA,08/07/15,10:19:29,8460
HPT2_NR_18,1,08/07/15,13:45:00,2700,08/07/15,13:45:00,165,08/07/15,13:45:00,NA,NA,08/07/15,13:45:00,7200
HPT2_NR_18,1,08/07/15,16:30:00,600,08/07/15,16:30:00,110,08/07/15,16:30:00,NA,NA,08/07/15,16:30:00,10800
HPT2_NR_18,1,08/07/15,20:45:00,600,08/07/15,20:45:00,155,08/07/15,20:45:00,NA,NA,08/07/15,20:45:00,9900
HPT2_NR_18,1,08/08/15,0:00:00,NA,08/08/15,0:00:00,140,08/08/15,0:00:00,NA,NA,08/08/15,0:00:00,16200
HPT2_NR_18,1,08/08/15,4:50:00,NA,08/08/15,4:50:00,165,08/08/15,4:50:00,NA,NA,08/08/15,4:50:00,15900
HPT2_NR_18,1,08/08/15,10:30:00,NA,08/08/15,10:30:00,135,08/08/15,10:30:00,NA,NA,08/08/15,10:30:00,10800
HPT2_NR_18,1,08/08/15,14:30:00,NA,08/08/15,14:30:00,165,08/08/15,14:30:00,NA,NA,08/08/15,14:30:00,10800
HPT2_NR_18,1,08/08/15,19:00:00,NA,08/08/15,19:00:00,140,08/08/15,19:00:00,NA,NA,08/08/15,19:00:00,12600
HPT2_NR_18,1,08/08/15,23:00:00,NA,08/08/15,23:00:00,165,08/08/15,23:00:00,NA,NA,08/08/15,23:00:00,25740
HPT2_NR_18,1,08/09/15,6:45:00,NA,08/09/15,6:45:00,150,08/09/15,6:45:00,NA,NA,08/09/15,6:45:00,10800
HPT2_NR_18,1,08/09/15,11:00:00,NA,08/09/15,11:00:00,165,08/09/15,11:00:00,NA,NA,08/09/15,11:00:00,12600
HPT2_NR_18,1,08/09/15,15:30:00,NA,08/09/15,15:30:00,165,08/09/15,15:30:00,NA,NA,08/09/15,15:30:00,2700
HPT2_NR_18,1,08/09/15,16:30:00,NA,08/09/15,16:30:00,70,08/09/15,16:30:00,NA,NA,08/09/15,16:30:00,6600
HPT2_NR_18,1,08/09/15,18:45:00,NA,08/09/15,18:45:00,165,08/09/15,18:45:00,NA,NA,08/09/15,18:45:00,6000
HPT2_NR_18,1,08/09/15,20:35:49,NA,08/09/15,20:35:49,165,08/09/15,20:35:49,NA,NA,08/09/15,20:35:49,6600
HPT2_NR_18,1,08/09/15,23:00:00,NA,08/09/15,23:00:00,165,08/09/15,23:00:00,NA,NA,08/09/15,23:00:00,19800
HPT2_NR_18,1,08/10/15,5:00:00,NA,08/10/15,5:00:00,165,08/10/15,5:00:00,NA,NA,08/10/15,5:00:00,10800
HPT2_NR_18,1,08/10/15,9:30:00,NA,08/10/15,9:30:00,165,08/10/15,9:30:00,NA,NA,08/10/15,9:30:00,10800
HPT2_NR_18,1,08/10/15,13:20:00,NA,08/10/15,13:20:00,165,08/10/15,13:20:00,NA,NA,08/10/15,13:20:00,9600
HPT2_NR_18,1,08/10/15,23:30:00,NA,08/10/15,23:30:00,165,08/10/15,23:30:00,NA,NA,08/10/15,23:30:00,25200
HPT2_NR_18,1,08/11/15,8:00:00,NA,08/11/15,8:00:00,165,08/11/15,8:00:00,NA,NA,08/11/15,8:00:00,3600
HPT2_NR_18,1,08/11/15,9:30:00,NA,08/11/15,9:30:00,165,08/11/15,9:30:00,NA,NA,08/11/15,9:30:00,3600
HPT2_NR_18,1,08/11/15,11:30:00,NA,08/11/15,11:30:00,70,08/11/15,11:30:00,NA,NA,08/11/15,11:30:00,5400
HPT2_NR_18,1,08/11/15,14:00:00,NA,08/11/15,14:00:00,80,08/11/15,14:00:00,NA,NA,08/11/15,14:00:00,3600
HPT2_NR_18,1,08/11/15,16:00:00,NA,08/11/15,16:00:00,165,08/11/15,16:00:00,NA,NA,08/11/15,16:00:00,9000
HPT2_NR_18,1,08/11/15,20:00:00,NA,08/11/15,20:00:00,165,08/11/15,20:00:00,NA,NA,08/11/15,20:00:00,10800
HPT2_NR_18,1,08/11/15,23:40:00,NA,08/11/15,23:40:00,150,08/11/15,23:40:00,NA,NA,08/11/15,23:40:00,15600
HPT2_NR_18,1,08/12/15,4:45:00,NA,08/12/15,4:45:00,165,08/12/15,4:45:00,NA,NA,08/12/15,4:45:00,5400
HPT2_NR_18,1,08/12/15,7:15:00,NA,08/12/15,7:15:00,70,08/12/15,7:15:00,NA,NA,08/12/15,7:15:00,4500
HPT2_NR_18,1,08/12/15,8:57:00,NA,08/12/15,8:57:00,125,08/12/15,8:57:00,NA,NA,08/12/15,8:57:00,7200
HPT2_NR_18,1,08/12/15,11:40:00,NA,08/12/15,11:40:00,165,08/12/15,11:40:00,NA,NA,08/12/15,11:40:00,3840
HPT2_NR_18,1,08/12/15,13:20:00,NA,08/12/15,13:20:00,165,08/12/15,13:20:00,NA,NA,08/12/15,13:20:00,6000
HPT2_NR_18,1,08/12/15,16:15:00,NA,08/12/15,16:15:00,165,08/12/15,16:15:00,NA,NA,08/12/15,16:15:00,9900
HPT2_NR_18,1,08/12/15,23:20:00,NA,08/12/15,23:20:00,110,08/12/15,23:20:00,NA,NA,08/12/15,23:20:00,20400
HPT2_NR_18,1,08/13/15,5:30:00,NA,08/13/15,5:30:00,110,08/13/15,5:30:00,NA,NA,08/13/15,5:30:00,5400
HPT2_NR_18,1,08/13/15,8:15:00,NA,08/13/15,8:15:00,135,08/13/15,8:15:00,NA,NA,08/13/15,8:15:00,8400
HPT2_NR_18,1,08/13/15,12:00:00,NA,08/13/15,12:00:00,165,08/13/15,12:00:00,NA,NA,08/13/15,12:00:00,5400
HPT2_NR_18,1,08/13/15,15:20:00,NA,08/13/15,15:20:00,200,08/13/15,15:20:00,NA,NA,08/13/15,15:20:00,2400
HPT2_NR_18,1,08/13/15,16:22:00,NA,08/13/15,16:22:00,110,08/13/15,16:22:00,NA,NA,08/13/15,16:22:00,3600
HPT2_NR_18,1,08/13/15,20:30:00,NA,08/13/15,20:30:00,70,08/13/15,20:30:00,NA,NA,08/13/15,20:30:00,9000
HPT2_NR_18,1,08/13/15,23:38:00,NA,08/13/15,23:38:00,100,08/13/15,23:38:00,NA,NA,08/13/15,23:38:00,21600
HPT2_NR_18,1,08/14/15,6:10:00,NA,08/14/15,6:10:00,100,08/14/15,6:10:00,NA,NA,08/14/15,6:10:00,650
HPT2_NR_18,1,08/14/15,6:10:00,NA,08/14/15,6:10:00,145,08/14/15,6:10:00,NA,NA,08/14/15,6:10:00,9000
HPT2_NR_18,1,08/14/15,10:20:00,NA,08/14/15,10:20:00,120,08/14/15,10:20:00,NA,NA,08/14/15,10:20:00,6000
HPT2_NR_18,1,08/14/15,13:55:00,NA,08/14/15,13:55:00,150,08/14/15,13:55:00,NA,NA,08/14/15,13:55:00,10800
HPT2_NR_18,1,08/14/15,18:15:00,NA,08/14/15,18:15:00,165,08/14/15,18:15:00,NA,NA,08/14/15,18:15:00,16200
HPT2_NR_18,1,08/15/15,0:05:21,NA,08/15/15,0:05:21,165,08/15/15,0:05:21,NA,NA,08/15/15,0:05:21,14400
HPT2_NR_18,1,08/15/15,4:15:00,NA,08/15/15,4:15:00,165,08/15/15,4:15:00,NA,NA,08/15/15,4:15:00,8100
HPT2_NR_18,1,08/15/15,7:00:00,NA,08/15/15,7:00:00,165,08/15/15,7:00:00,NA,NA,08/15/15,7:00:00,4800
HPT2_NR_18,1,08/15/15,9:30:00,NA,08/15/15,9:30:00,105,08/15/15,9:30:00,NA,NA,08/15/15,9:30:00,1800
HPT2_NR_18,1,08/15/15,10:30:00,NA,08/15/15,10:30:00,155,08/15/15,10:30:00,NA,NA,08/15/15,10:30:00,14400
HPT2_NR_18,1,08/15/15,16:30:00,NA,08/15/15,16:30:00,150,08/15/15,16:30:00,NA,NA,08/15/15,16:30:00,5400
HPT2_NR_18,1,08/15/15,19:30:00,NA,08/15/15,19:30:00,155,08/15/15,19:30:00,NA,NA,08/15/15,19:30:00,1800
HPT2_NR_18,1,08/15/15,20:15:00,NA,08/15/15,20:15:00,145,08/15/15,20:15:00,NA,NA,08/15/15,20:15:00,2700
HPT2_NR_18,1,08/15/15,21:10:00,NA,08/15/15,21:10:00,95,08/15/15,21:10:00,NA,NA,08/15/15,21:10:00,5100
HPT2_NR_18,1,08/15/15,23:15:00,NA,08/15/15,23:15:00,165,08/15/15,23:15:00,NA,NA,08/15/15,23:15:00,27900
HPT2_NR_18,1,08/16/15,8:45:00,NA,08/16/15,8:45:00,175,08/16/15,8:45:00,NA,NA,08/16/15,8:45:00,8100
HPT2_NR_18,1,08/16/15,11:25:00,NA,08/16/15,11:25:00,135,08/16/15,11:25:00,NA,NA,08/16/15,11:25:00,5700
HPT2_NR_18,1,08/16/15,15:45:00,NA,08/16/15,15:45:00,165,08/16/15,15:45:00,NA,NA,08/16/15,15:45:00,9900
HPT2_NR_18,1,08/16/15,20:00:00,NA,08/16/15,20:00:00,95,08/16/15,20:00:00,NA,NA,08/16/15,20:00:00,10800
